"time_window","gate_dir",vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],vehicle_type[0],vehicle_type[1],no_type,total_volume,working_day
"[2016-10-14 12:20:00,2016-10-14 12:40:00)","0","0","36","5","1","0","0","0","0","28","14","0","0","42","42","1"
"[2016-10-14 12:20:00,2016-10-14 12:40:00)","1","0","79","7","2","2","3","0","0","70","23","63","30","0","93","1"
"[2016-10-14 12:20:00,2016-10-14 12:40:00)","2","1","71","13","0","1","0","0","0","58","28","0","0","86","86","1"
"[2016-10-14 12:20:00,2016-10-14 12:40:00)","3","0","74","20","0","1","0","0","0","73","22","0","0","95","95","1"
"[2016-10-14 12:20:00,2016-10-14 12:40:00)","4","0","97","3","4","0","3","0","0","80","27","92","15","0","107","1"
"[2016-10-14 07:40:00,2016-10-14 08:00:00)","0","0","28","2","0","0","0","0","0","22","8","0","0","30","30","1"
"[2016-10-14 07:40:00,2016-10-14 08:00:00)","1","0","104","5","4","2","5","0","0","85","35","98","22","0","120","1"
"[2016-10-14 07:40:00,2016-10-14 08:00:00)","2","0","105","3","0","0","0","0","0","71","37","0","0","108","108","1"
"[2016-10-14 07:40:00,2016-10-14 08:00:00)","3","0","131","18","0","3","0","0","0","103","49","0","0","152","152","1"
"[2016-10-14 07:40:00,2016-10-14 08:00:00)","4","0","73","1","3","0","0","0","0","55","22","69","8","0","77","1"
"[2016-10-10 14:00:00,2016-10-10 14:20:00)","0","0","27","4","2","0","0","0","0","26","7","0","0","33","33","1"
"[2016-10-10 14:00:00,2016-10-10 14:20:00)","1","0","73","4","3","1","4","0","1","65","21","64","22","0","86","1"
"[2016-10-10 14:00:00,2016-10-10 14:20:00)","2","0","59","6","0","0","0","0","0","52","13","0","0","65","65","1"
"[2016-10-10 14:00:00,2016-10-10 14:20:00)","3","0","73","22","0","2","0","0","0","69","28","0","0","97","97","1"
"[2016-10-10 14:00:00,2016-10-10 14:20:00)","4","0","93","6","2","1","2","0","0","72","32","89","15","0","104","1"
"[2016-10-07 05:20:00,2016-10-07 05:40:00)","0","11","4","4","0","0","1","0","0","20","0","0","0","20","20","1"
"[2016-10-07 05:20:00,2016-10-07 05:40:00)","1","0","8","2","1","0","1","0","0","12","0","0","12","0","12","1"
"[2016-10-07 05:20:00,2016-10-07 05:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-07 05:20:00,2016-10-07 05:40:00)","3","11","3","3","1","0","1","0","0","18","1","0","0","19","19","1"
"[2016-10-07 05:20:00,2016-10-07 05:40:00)","4","0","7","0","0","0","1","0","0","7","1","1","7","0","8","1"
"[2016-09-22 02:00:00,2016-09-22 02:20:00)","0","0","2","0","1","0","1","0","0","4","0","0","0","4","4","1"
"[2016-09-22 02:00:00,2016-09-22 02:20:00)","1","0","8","2","0","0","1","0","0","10","1","6","5","0","11","1"
"[2016-09-22 02:00:00,2016-09-22 02:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-09-22 02:00:00,2016-09-22 02:20:00)","3","0","14","1","0","0","0","0","0","12","3","0","0","15","15","1"
"[2016-09-22 02:00:00,2016-09-22 02:20:00)","4","0","2","0","0","0","3","0","0","5","0","2","3","0","5","1"
"[2016-09-22 06:20:00,2016-09-22 06:40:00)","0","0","7","2","1","0","0","0","0","8","2","0","0","10","10","1"
"[2016-09-22 06:20:00,2016-09-22 06:40:00)","1","0","44","10","3","0","3","0","1","54","7","30","31","0","61","1"
"[2016-09-22 06:20:00,2016-09-22 06:40:00)","2","0","25","6","0","0","0","0","0","29","2","0","0","31","31","1"
"[2016-09-22 06:20:00,2016-09-22 06:40:00)","3","0","22","11","0","0","0","0","0","27","6","0","0","33","33","1"
"[2016-09-22 06:20:00,2016-09-22 06:40:00)","4","0","29","5","3","0","0","0","0","26","11","24","13","0","37","1"
"[2016-10-01 03:40:00,2016-10-01 04:00:00)","0","38","4","2","1","0","1","0","0","45","1","0","0","46","46","0"
"[2016-10-01 03:40:00,2016-10-01 04:00:00)","1","0","3","0","1","0","0","0","0","4","0","0","4","0","4","0"
"[2016-10-01 03:40:00,2016-10-01 04:00:00)","2","0","2","0","0","0","0","0","0","0","2","0","0","2","2","0"
"[2016-10-01 03:40:00,2016-10-01 04:00:00)","3","27","6","2","3","0","1","0","0","37","2","0","0","39","39","0"
"[2016-10-01 03:40:00,2016-10-01 04:00:00)","4","0","4","0","0","0","2","0","0","5","1","1","5","0","6","0"
"[2016-09-27 17:40:00,2016-09-27 18:00:00)","0","0","44","1","0","0","0","0","0","34","11","0","0","45","45","1"
"[2016-09-27 17:40:00,2016-09-27 18:00:00)","1","0","95","7","4","2","2","0","0","77","33","95","15","0","110","1"
"[2016-09-27 17:40:00,2016-09-27 18:00:00)","2","0","32","27","0","0","0","0","0","34","25","0","0","59","59","1"
"[2016-09-27 17:40:00,2016-09-27 18:00:00)","3","0","79","23","0","2","0","0","0","77","27","0","0","104","104","1"
"[2016-09-27 17:40:00,2016-09-27 18:00:00)","4","0","71","5","5","0","1","0","0","60","22","70","12","0","82","1"
"[2016-10-03 15:40:00,2016-10-03 16:00:00)","0","154","14","2","0","0","3","0","1","165","9","0","0","174","174","1"
"[2016-10-03 15:40:00,2016-10-03 16:00:00)","1","0","6","1","0","1","0","0","0","3","5","5","3","0","8","1"
"[2016-10-03 15:40:00,2016-10-03 16:00:00)","2","0","4","1","0","0","0","0","0","0","5","0","0","5","5","1"
"[2016-10-03 15:40:00,2016-10-03 16:00:00)","3","75","12","2","2","0","2","0","0","88","5","0","0","93","93","1"
"[2016-10-03 15:40:00,2016-10-03 16:00:00)","4","0","16","4","1","0","3","0","0","8","16","16","8","0","24","1"
"[2016-10-10 03:00:00,2016-10-10 03:20:00)","0","0","3","2","0","0","2","0","0","6","1","0","0","7","7","1"
"[2016-10-10 03:00:00,2016-10-10 03:20:00)","1","0","6","1","0","0","2","0","0","9","0","1","8","0","9","1"
"[2016-10-10 03:00:00,2016-10-10 03:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-10 03:00:00,2016-10-10 03:20:00)","3","0","14","0","1","0","2","0","0","16","1","0","0","17","17","1"
"[2016-10-10 03:00:00,2016-10-10 03:20:00)","4","0","2","0","0","0","1","0","0","3","0","2","1","0","3","1"
"[2016-10-12 05:20:00,2016-10-12 05:40:00)","0","0","4","4","0","0","0","0","0","7","1","0","0","8","8","1"
"[2016-10-12 05:20:00,2016-10-12 05:40:00)","1","0","22","3","1","0","3","0","0","28","1","11","18","0","29","1"
"[2016-10-12 05:20:00,2016-10-12 05:40:00)","2","0","9","5","0","0","0","0","0","13","1","0","0","14","14","1"
"[2016-10-12 05:20:00,2016-10-12 05:40:00)","3","0","5","5","0","0","0","0","0","8","2","0","0","10","10","1"
"[2016-10-12 05:20:00,2016-10-12 05:40:00)","4","0","4","2","2","1","0","0","0","8","1","2","7","0","9","1"
"[2016-09-27 11:20:00,2016-09-27 11:40:00)","0","0","40","6","1","0","0","0","0","38","9","0","0","47","47","1"
"[2016-09-27 11:20:00,2016-09-27 11:40:00)","1","0","68","14","2","1","3","0","1","69","20","58","31","0","89","1"
"[2016-09-27 11:20:00,2016-09-27 11:40:00)","2","0","44","9","0","0","0","0","0","44","9","0","0","53","53","1"
"[2016-09-27 11:20:00,2016-09-27 11:40:00)","3","0","63","34","0","2","0","0","0","78","21","0","0","99","99","1"
"[2016-09-27 11:20:00,2016-09-27 11:40:00)","4","0","47","3","0","1","0","0","0","38","13","41","10","0","51","1"
"[2016-10-17 23:40:00,2016-10-18 00:00:00)","0","0","2","0","0","0","0","0","0","0","2","0","0","2","2","1"
"[2016-10-17 23:40:00,2016-10-18 00:00:00)","1","0","8","0","0","1","1","0","0","9","1","8","2","0","10","1"
"[2016-10-17 23:40:00,2016-10-18 00:00:00)","2","0","9","8","0","1","0","0","0","16","2","0","0","18","18","1"
"[2016-10-17 23:40:00,2016-10-18 00:00:00)","3","0","8","6","1","0","0","0","0","13","2","0","0","15","15","1"
"[2016-10-17 23:40:00,2016-10-18 00:00:00)","4","0","16","2","0","1","3","0","0","21","1","16","6","0","22","1"
"[2016-09-21 05:20:00,2016-09-21 05:40:00)","0","0","8","4","0","1","1","0","0","13","1","0","0","14","14","1"
"[2016-09-21 05:20:00,2016-09-21 05:40:00)","1","0","21","3","1","0","3","0","0","27","1","6","22","0","28","1"
"[2016-09-21 05:20:00,2016-09-21 05:40:00)","2","0","4","1","0","0","0","0","0","0","5","0","0","5","5","1"
"[2016-09-21 05:20:00,2016-09-21 05:40:00)","3","0","7","9","0","0","0","0","0","13","3","0","0","16","16","1"
"[2016-09-21 05:20:00,2016-09-21 05:40:00)","4","0","4","4","0","1","2","0","0","8","3","3","8","0","11","1"
"[2016-09-27 12:40:00,2016-09-27 13:00:00)","0","0","33","4","0","0","0","0","0","29","8","0","0","37","37","1"
"[2016-09-27 12:40:00,2016-09-27 13:00:00)","1","0","57","8","2","2","4","0","1","62","12","52","22","0","74","1"
"[2016-09-27 12:40:00,2016-09-27 13:00:00)","2","0","53","12","1","0","0","0","0","52","14","0","0","66","66","1"
"[2016-09-27 12:40:00,2016-09-27 13:00:00)","3","0","77","23","1","1","0","0","0","82","20","0","0","102","102","1"
"[2016-09-27 12:40:00,2016-09-27 13:00:00)","4","0","76","0","4","0","4","0","0","61","23","72","12","0","84","1"
"[2016-10-15 12:40:00,2016-10-15 13:00:00)","0","0","39","1","1","0","0","0","0","28","13","0","0","41","41","0"
"[2016-10-15 12:40:00,2016-10-15 13:00:00)","1","0","71","7","3","3","2","0","0","68","18","54","32","0","86","0"
"[2016-10-15 12:40:00,2016-10-15 13:00:00)","2","0","68","9","1","0","0","0","0","60","18","0","0","78","78","0"
"[2016-10-15 12:40:00,2016-10-15 13:00:00)","3","0","85","16","0","1","0","0","0","75","27","0","0","102","102","0"
"[2016-10-15 12:40:00,2016-10-15 13:00:00)","4","0","72","2","0","0","2","0","0","62","14","65","11","0","76","0"
"[2016-10-15 06:00:00,2016-10-15 06:20:00)","0","0","8","2","0","0","0","0","0","4","6","0","0","10","10","0"
"[2016-10-15 06:00:00,2016-10-15 06:20:00)","1","0","34","5","3","0","1","0","0","40","3","20","23","0","43","0"
"[2016-10-15 06:00:00,2016-10-15 06:20:00)","2","0","14","7","0","0","0","0","0","16","5","0","0","21","21","0"
"[2016-10-15 06:00:00,2016-10-15 06:20:00)","3","0","13","6","0","0","0","0","0","17","2","0","0","19","19","0"
"[2016-10-15 06:00:00,2016-10-15 06:20:00)","4","0","10","2","2","0","2","0","0","13","3","7","9","0","16","0"
"[2016-09-24 05:40:00,2016-09-24 06:00:00)","0","0","5","4","0","0","0","0","0","9","0","0","0","9","9","0"
"[2016-09-24 05:40:00,2016-09-24 06:00:00)","1","0","21","4","2","0","3","0","0","27","3","9","21","0","30","0"
"[2016-09-24 05:40:00,2016-09-24 06:00:00)","2","0","9","7","0","0","0","0","0","15","1","0","0","16","16","0"
"[2016-09-24 05:40:00,2016-09-24 06:00:00)","3","0","18","13","1","2","0","0","0","25","9","0","0","34","34","0"
"[2016-09-24 05:40:00,2016-09-24 06:00:00)","4","0","12","1","0","0","1","0","0","11","3","11","3","0","14","0"
"[2016-09-25 07:40:00,2016-09-25 08:00:00)","0","0","28","2","0","3","0","0","0","25","8","0","0","33","33","0"
"[2016-09-25 07:40:00,2016-09-25 08:00:00)","1","0","55","2","3","3","2","0","0","43","22","56","9","0","65","0"
"[2016-09-25 07:40:00,2016-09-25 08:00:00)","2","0","53","8","0","1","0","0","0","43","19","0","0","62","62","0"
"[2016-09-25 07:40:00,2016-09-25 08:00:00)","3","0","77","10","0","1","0","0","0","61","27","0","0","88","88","0"
"[2016-09-25 07:40:00,2016-09-25 08:00:00)","4","0","105","4","3","0","0","0","0","84","28","98","14","0","112","0"
"[2016-10-12 22:00:00,2016-10-12 22:20:00)","0","0","8","0","0","0","0","0","0","7","1","0","0","8","8","1"
"[2016-10-12 22:00:00,2016-10-12 22:20:00)","1","0","22","1","1","1","1","0","0","17","9","23","3","0","26","1"
"[2016-10-12 22:00:00,2016-10-12 22:20:00)","2","0","16","6","0","0","0","0","0","18","4","0","0","22","22","1"
"[2016-10-12 22:00:00,2016-10-12 22:20:00)","3","0","17","9","0","0","0","0","0","24","2","0","0","26","26","1"
"[2016-10-12 22:00:00,2016-10-12 22:20:00)","4","0","22","1","0","1","2","0","0","21","5","22","4","0","26","1"
"[2016-10-09 09:20:00,2016-10-09 09:40:00)","0","0","40","1","0","0","0","0","0","34","7","0","0","41","41","0"
"[2016-10-09 09:20:00,2016-10-09 09:40:00)","1","0","86","1","1","3","1","0","1","69","24","81","12","0","93","0"
"[2016-10-09 09:20:00,2016-10-09 09:40:00)","2","0","86","8","0","0","0","0","0","77","17","0","0","94","94","0"
"[2016-10-09 09:20:00,2016-10-09 09:40:00)","3","0","105","11","2","4","0","0","0","92","30","0","0","122","122","0"
"[2016-10-09 09:20:00,2016-10-09 09:40:00)","4","0","94","2","2","1","2","0","1","70","32","92","10","0","102","0"
"[2016-09-26 05:20:00,2016-09-26 05:40:00)","0","0","3","1","0","0","0","0","0","3","1","0","0","4","4","1"
"[2016-09-26 05:20:00,2016-09-26 05:40:00)","1","0","26","6","3","0","2","0","0","37","0","12","25","0","37","1"
"[2016-09-26 05:20:00,2016-09-26 05:40:00)","2","0","10","3","0","0","0","0","0","11","2","0","0","13","13","1"
"[2016-09-26 05:20:00,2016-09-26 05:40:00)","3","0","11","5","0","0","0","0","0","13","3","0","0","16","16","1"
"[2016-09-26 05:20:00,2016-09-26 05:40:00)","4","0","6","1","1","1","0","0","0","6","3","4","5","0","9","1"
"[2016-09-27 11:00:00,2016-09-27 11:20:00)","0","0","27","4","0","0","0","0","0","28","3","0","0","31","31","1"
"[2016-09-27 11:00:00,2016-09-27 11:20:00)","1","0","67","8","3","5","6","0","0","69","20","65","24","0","89","1"
"[2016-09-27 11:00:00,2016-09-27 11:20:00)","2","0","34","16","0","0","0","0","0","46","4","0","0","50","50","1"
"[2016-09-27 11:00:00,2016-09-27 11:20:00)","3","0","85","16","0","1","0","0","0","82","20","0","0","102","102","1"
"[2016-09-27 11:00:00,2016-09-27 11:20:00)","4","0","46","6","1","2","0","0","0","46","9","42","13","0","55","1"
"[2016-10-01 22:20:00,2016-10-01 22:40:00)","0","19","3","0","0","0","1","0","0","20","3","0","0","23","23","0"
"[2016-10-01 22:20:00,2016-10-01 22:40:00)","1","0","1","4","0","1","0","0","0","6","0","0","6","0","6","0"
"[2016-10-01 22:20:00,2016-10-01 22:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[2016-10-01 22:20:00,2016-10-01 22:40:00)","3","29","5","0","0","0","1","0","0","31","4","0","0","35","35","0"
"[2016-10-01 22:20:00,2016-10-01 22:40:00)","4","0","2","1","0","1","2","0","0","3","3","3","3","0","6","0"
"[2016-10-03 21:20:00,2016-10-03 21:40:00)","0","59","6","4","0","0","0","0","0","66","3","0","0","69","69","1"
"[2016-10-03 21:20:00,2016-10-03 21:40:00)","1","0","3","1","1","0","0","0","0","2","3","3","2","0","5","1"
"[2016-10-03 21:20:00,2016-10-03 21:40:00)","2","0","4","0","0","0","0","0","0","0","4","0","0","4","4","1"
"[2016-10-03 21:20:00,2016-10-03 21:40:00)","3","42","7","2","0","0","0","0","1","49","3","0","0","52","52","1"
"[2016-10-03 21:20:00,2016-10-03 21:40:00)","4","0","8","1","0","1","0","0","0","3","7","7","3","0","10","1"
"[2016-10-12 14:20:00,2016-10-12 14:40:00)","0","0","43","4","0","0","0","0","0","41","6","0","0","47","47","1"
"[2016-10-12 14:20:00,2016-10-12 14:40:00)","1","0","81","10","1","2","4","0","1","70","29","75","24","0","99","1"
"[2016-10-12 14:20:00,2016-10-12 14:40:00)","2","0","72","6","0","1","0","0","0","60","19","0","0","79","79","1"
"[2016-10-12 14:20:00,2016-10-12 14:40:00)","3","0","94","35","0","3","0","0","0","101","31","0","0","132","132","1"
"[2016-10-12 14:20:00,2016-10-12 14:40:00)","4","0","88","3","3","1","3","0","0","75","23","83","15","0","98","1"
"[2016-09-28 15:00:00,2016-09-28 15:20:00)","0","1","79","4","2","2","1","0","2","75","16","0","0","91","91","1"
"[2016-09-28 15:00:00,2016-09-28 15:20:00)","1","0","79","5","2","2","2","0","0","69","21","71","19","0","90","1"
"[2016-09-28 15:00:00,2016-09-28 15:20:00)","2","0","11","0","0","0","0","0","0","0","11","0","0","11","11","1"
"[2016-09-28 15:00:00,2016-09-28 15:20:00)","3","2","86","17","0","1","0","0","0","83","23","0","0","106","106","1"
"[2016-09-28 15:00:00,2016-09-28 15:20:00)","4","0","73","7","1","0","1","0","1","61","22","74","9","0","83","1"
"[2016-10-04 10:20:00,2016-10-04 10:40:00)","0","191","14","6","0","1","1","0","0","208","5","0","0","213","213","1"
"[2016-10-04 10:20:00,2016-10-04 10:40:00)","1","0","16","3","1","0","3","0","0","14","9","9","14","0","23","1"
"[2016-10-04 10:20:00,2016-10-04 10:40:00)","2","0","9","0","1","0","0","0","0","0","10","0","0","10","10","1"
"[2016-10-04 10:20:00,2016-10-04 10:40:00)","3","117","16","2","2","1","2","0","1","130","11","0","0","141","141","1"
"[2016-10-04 10:20:00,2016-10-04 10:40:00)","4","0","17","7","0","0","1","0","0","11","14","15","10","0","25","1"
"[2016-10-09 22:00:00,2016-10-09 22:20:00)","0","0","3","1","0","0","0","0","0","3","1","0","0","4","4","0"
"[2016-10-09 22:00:00,2016-10-09 22:20:00)","1","0","16","1","2","1","3","0","0","22","1","16","7","0","23","0"
"[2016-10-09 22:00:00,2016-10-09 22:20:00)","2","0","6","8","0","0","0","0","0","11","3","0","0","14","14","0"
"[2016-10-09 22:00:00,2016-10-09 22:20:00)","3","0","13","7","0","0","0","0","0","17","3","0","0","20","20","0"
"[2016-10-09 22:00:00,2016-10-09 22:20:00)","4","0","11","1","0","0","0","0","0","11","1","11","1","0","12","0"
"[2016-10-04 22:40:00,2016-10-04 23:00:00)","0","19","0","3","1","0","4","0","0","26","1","0","0","27","27","1"
"[2016-10-04 22:40:00,2016-10-04 23:00:00)","1","0","2","0","0","0","1","0","0","1","2","2","1","0","3","1"
"[2016-10-04 22:40:00,2016-10-04 23:00:00)","2","0","3","0","0","0","0","0","0","0","3","0","0","3","3","1"
"[2016-10-04 22:40:00,2016-10-04 23:00:00)","3","17","5","1","0","0","2","0","0","24","1","0","0","25","25","1"
"[2016-10-04 22:40:00,2016-10-04 23:00:00)","4","0","6","0","0","0","0","0","0","0","6","6","0","0","6","1"
"[2016-09-21 10:40:00,2016-09-21 11:00:00)","0","0","30","7","0","0","0","0","0","29","8","0","0","37","37","1"
"[2016-09-21 10:40:00,2016-09-21 11:00:00)","1","0","76","5","3","4","1","0","0","67","22","63","26","0","89","1"
"[2016-09-21 10:40:00,2016-09-21 11:00:00)","2","0","57","17","0","0","0","0","0","60","14","0","0","74","74","1"
"[2016-09-21 10:40:00,2016-09-21 11:00:00)","3","0","81","35","0","2","0","0","0","102","16","0","0","118","118","1"
"[2016-09-21 10:40:00,2016-09-21 11:00:00)","4","0","74","4","1","0","1","0","0","65","15","68","12","0","80","1"
"[2016-10-04 16:20:00,2016-10-04 16:40:00)","0","204","12","4","1","0","3","0","0","214","10","0","0","224","224","1"
"[2016-10-04 16:20:00,2016-10-04 16:40:00)","1","0","11","1","0","3","1","0","0","6","10","11","5","0","16","1"
"[2016-10-04 16:20:00,2016-10-04 16:40:00)","2","0","10","1","1","1","0","0","0","0","13","0","0","13","13","1"
"[2016-10-04 16:20:00,2016-10-04 16:40:00)","3","108","23","5","1","3","1","0","1","124","18","0","0","142","142","1"
"[2016-10-04 16:20:00,2016-10-04 16:40:00)","4","0","11","2","1","0","1","0","0","9","6","7","8","0","15","1"
"[2016-09-25 23:20:00,2016-09-25 23:40:00)","0","0","12","1","0","0","0","0","0","12","1","0","0","13","13","0"
"[2016-09-25 23:20:00,2016-09-25 23:40:00)","1","0","14","5","0","0","2","0","0","19","2","11","10","0","21","0"
"[2016-09-25 23:20:00,2016-09-25 23:40:00)","2","0","16","2","0","0","0","0","0","12","6","0","0","18","18","0"
"[2016-09-25 23:20:00,2016-09-25 23:40:00)","3","0","19","8","0","0","0","0","0","27","0","0","0","27","27","0"
"[2016-09-25 23:20:00,2016-09-25 23:40:00)","4","0","9","0","0","0","0","0","0","9","0","9","0","0","9","0"
"[2016-10-17 04:40:00,2016-10-17 05:00:00)","0","0","10","4","0","0","3","0","0","17","0","0","0","17","17","1"
"[2016-10-17 04:40:00,2016-10-17 05:00:00)","1","0","17","3","5","0","1","0","0","24","2","12","14","0","26","1"
"[2016-10-17 04:40:00,2016-10-17 05:00:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-17 04:40:00,2016-10-17 05:00:00)","3","0","7","1","2","1","0","0","0","7","4","0","0","11","11","1"
"[2016-10-17 04:40:00,2016-10-17 05:00:00)","4","0","5","0","1","0","0","0","0","6","0","1","5","0","6","1"
"[2016-09-25 18:20:00,2016-09-25 18:40:00)","0","0","35","2","1","0","0","0","0","22","16","0","0","38","38","0"
"[2016-09-25 18:20:00,2016-09-25 18:40:00)","1","0","52","5","0","1","3","0","0","49","12","42","19","0","61","0"
"[2016-09-25 18:20:00,2016-09-25 18:40:00)","2","0","61","4","1","0","0","0","0","51","15","0","0","66","66","0"
"[2016-09-25 18:20:00,2016-09-25 18:40:00)","3","0","73","11","0","1","0","0","0","66","19","0","0","85","85","0"
"[2016-09-25 18:20:00,2016-09-25 18:40:00)","4","0","83","5","0","0","0","0","0","65","23","83","5","0","88","0"
"[2016-10-01 18:00:00,2016-10-01 18:20:00)","0","88","9","1","0","0","1","0","0","96","3","0","0","99","99","0"
"[2016-10-01 18:00:00,2016-10-01 18:20:00)","1","0","6","1","0","1","0","0","0","4","4","4","4","0","8","0"
"[2016-10-01 18:00:00,2016-10-01 18:20:00)","2","0","6","0","1","0","0","0","0","0","7","0","0","7","7","0"
